Count,Site_Visit_ID,Project_Name,Entity_Type,Planned_Field_Work_or_Quarter,MA_Activity,Province_Name_[Auto-Filled],District_Name_[Auto-Filled],Province_verification_based_on_district,Entity.Type,Date.of.Sampling.Confirmation,Planned.Field.Work.Period.(Category).-.Duplicate,Date.of.SV.Infrastructure.Monitoring,Status.of.SV.Infrastructure.Monitoring,Date.of.SV.Soft.Component.Monitoring,Status.of.SV.Soft.Component.Monitoring,Status.of.Physical.and.Social.SV,Type.of.reporting
5828,AIFDPM45269PM133,AIFD,Water Resource Management,12/9/2023,Site Visit,Uruzgan,Chora,Uruzgan,Sub-Project,12/9/2023,12/11/2023,,Completed,,Not applicable,Completed,Regular
117,AIFDPM45270PM134,AIFD,Water Resource Management,12/10/2023,Site Visit,Hilmand,Nad-e-Ali,Hilmand,CDC,12/10/2023,12/12/2023,,Not applicable,3/26/2023,Completed,Completed,Ad Hoc
5850,AIFDPM45271PM135,AIFD,Water Resource Management,12/11/2023,Site Visit,Kandahar,Panjwayi,Kandahar,Sub-Project,12/11/2023,12/13/2023,,Completed,,Not applicable,Completed,Regular
120,AIFDPM45272PM136,AIFD,Water Resource Management,12/12/2023,Site Visit,Hilmand,Nad-e-Ali,Hilmand,CDC,12/12/2023,12/14/2023,,Not applicable,3/26/2023,Completed,Completed,Ad Hoc
3017,AIFDPM45273PM137,AIFD,Water Resource Management,12/13/2023,Site Visit,Maidan Wardak,Hesa-e-Awal-e-Behsud,Maidan Wardak,Sub-Project,12/13/2023,12/15/2023,,Completed,11/11/2023,Not applicable,Completed,Regular
5739,AIFDPM45274PM138,AIFD,Water Resource Management,12/14/2023,Site Visit,Hilmand,Nawa-e-Barakzaiy,Hilmand,Sub-Project,12/14/2023,12/16/2023,,Completed,,Not applicable,Completed,Regular
3118,AIFDPM45275PM139,AIFD,Water Resource Management,12/15/2023,Site Visit,Hilmand,Nawa-e-Barakzaiy,Hilmand,Sub-Project,12/15/2023,12/17/2023,,Completed,11/3/2023,Not applicable,Completed,Regular
3161,AIFDPM45276PM140,AIFD,Water Resource Management,12/16/2023,Site Visit,Badakhshan,Keshem,Badakhshan,CDC,12/16/2023,12/18/2023,,Not applicable,10/12/2023,Completed,Completed,Regular
3159,AIFDPM45277PM141,AIFD,Water Resource Management,12/17/2023,Site Visit,Badakhshan,Argo,Badakhshan,CDC,12/17/2023,12/19/2023,,Not applicable,10/19/2023,Completed,Completed,Regular
6147,AIFDPM45278PM142,AIFD,Water Resource Management,12/18/2023,Site Visit,Khost,Matun,Khost,CDC,12/18/2023,12/20/2023,,Not applicable,,Completed,Completed,Regular
11021,AIFDPM45279PM143,AIFD,Water Resource Management,12/19/2023,Site Visit,Uruzgan,Chora,Uruzgan,Sub Project,12/19/2023,12/21/2023,,Completed,,Completed,Completed,Regular
28,AIFDPM45280PM144,AIFD,Water Resource Management,12/20/2023,Site Visit,Badakhshan,Arghanj Khwah,Badakhshan,CDC,12/20/2023,12/22/2023,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
3084,AIFDPM45281PM145,AIFD,Water Resource Management,12/21/2023,Site Visit,Faryab,Andkhoy,Faryab,Sub-Project,12/21/2023,12/23/2023,,Completed,11/4/2023,Not applicable,Completed,Regular
3165,AIFDPM45282PM146,AIFD,Water Resource Management,12/22/2023,Site Visit,Badakhshan,Warduj,Badakhshan,CDC,12/22/2023,12/24/2023,,Not applicable,10/18/2023,Completed,Completed,Regular
7,AIFDPM45283PM147,AIFD,Water Resource Management,12/23/2023,Site Visit,Kabul,Kabul,Kabul,Sub-Project,12/23/2023,12/25/2023,3/14/2023,Completed,,Not applicable,Completed,Regular
11163,AIFDPM45284PM148,AIFD,Water Resource Management,12/24/2023,Site Visit,Paktya,Gardez,Paktya,Sub Project,12/24/2023,12/26/2023,,Not applicable,,Cancelled,Cancelled,Regular
3315,AIFDPM45285PM149,AIFD,Water Resource Management,12/25/2023,Site Visit,Samangan,Ruy-e-Duab,Samangan,CDC,12/25/2023,12/27/2023,,Not applicable,10/21/2023,Completed,Completed,Regular
11005,AIFDPM45286PM150,AIFD,Water Resource Management,12/26/2023,Site Visit,Paktya,Gardez,Paktya,Sub Project,12/26/2023,12/28/2023,,Completed,,Completed,Completed,Regular
3095,AIFDPM45287PM151,AIFD,Water Resource Management,12/27/2023,Site Visit,Nimroz,Khashrod,Nimroz,Sub-Project,12/27/2023,12/29/2023,,Completed,10/24/2023,Not applicable,Completed,Regular
153,AIFDPM45288PM152,AIFD,Water Resource Management,12/28/2023,Site Visit,Hirat,Zindajan,Hirat,CDC,12/28/2023,12/30/2023,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
268,AIFDPM45289PM153,AIFD,Water Resource Management,12/29/2023,Site Visit,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,CDC,12/29/2023,12/31/2023,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
3052,AIFDPM45290PM154,AIFD,Water Resource Management,12/30/2023,Site Visit,Takhar,Khwaja Ghar,Takhar,Sub-Project,12/30/2023,1/1/2024,,Completed,11/5/2023,Not applicable,Completed,Regular
3287,AIFDPM45291PM155,AIFD,Water Resource Management,12/31/2023,Site Visit,Nimroz,Zaranj,Nimroz,CDC,12/31/2023,1/2/2024,,Not applicable,10/20/2023,Completed,Completed,Regular
3412,AIFDPM45292PM156,AIFD,Water Resource Management,1/1/2024,Site Visit,Khost,Matun,Khost,CDC,1/1/2024,1/3/2024,,Not applicable,11/1/2023,Completed,Completed,Regular
3006,AIFDPM45293PM157,AIFD,Water Resource Management,1/2/2024,Site Visit,Maidan Wardak,Jalrez,Maidan Wardak,Sub-Project,1/2/2024,1/4/2024,,Completed,11/14/2023,Not applicable,Completed,Regular
11086,AIFDPM45294PM158,AIFD,Water Resource Management,1/3/2024,Site Visit,Khost,Spera,Khost,Sub Project,1/3/2024,1/5/2024,,Not applicable,,Completed,Completed,Regular
892,AIFDPM45295PM159,AIFD,Water Resource Management,1/4/2024,Site Visit,Balkh,Mazar-e-Sharif,Balkh,Sub-Project,1/4/2024,1/6/2024,7/21/2023,Completed,,Not applicable,Completed,Regular
91,AIFDPM45296PM160,AIFD,Water Resource Management,1/5/2024,Site Visit,Baghlan,Doshi,Baghlan,CDC,1/5/2024,1/7/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
3085,AIFDPM45297PM161,AIFD,Water Resource Management,1/6/2024,Site Visit,Hirat,Kohsan,Hirat,Sub-Project,1/6/2024,1/8/2024,,Completed,11/2/2023,Not applicable,Completed,Regular
5977,AIFDPM45298PM162,AIFD,Water Resource Management,1/7/2024,Site Visit,Takhar,Baharak,Takhar,CDC,1/7/2024,1/9/2024,,Not applicable,,Completed,Completed,Regular
3420,AIFDPM45299PM163,AIFD,Water Resource Management,1/8/2024,Site Visit,Balkh,Mazar-e-Sharif,Balkh,Mosque Committee,1/8/2024,1/10/2024,,Not applicable,11/5/2023,Completed,Completed,Regular
3133,AIFDPM45300PM164,AIFD,Water Resource Management,1/9/2024,Site Visit,Uruzgan,Chora,Uruzgan,Sub-Project,1/9/2024,1/11/2024,,Completed,11/8/2023,Not applicable,Completed,Regular
5770,AIFDPM45301PM165,AIFD,Water Resource Management,1/10/2024,Site Visit,Takhar,Baharak,Takhar,Sub-Project,1/10/2024,1/12/2024,,Completed,,Not applicable,Completed,Regular
6028,AIFDPM45302PM166,AIFD,Water Resource Management,1/11/2024,Site Visit,Baghlan,Andarab,Baghlan,CDC,1/11/2024,1/13/2024,,Not applicable,,Completed,Completed,Regular
3185,AIFDPM45303PM167,AIFD,Water Resource Management,1/12/2024,Site Visit,Maidan Wardak,Jalrez,Maidan Wardak,CDC,1/12/2024,1/14/2024,,Not applicable,10/18/2023,Completed,Completed,Regular
114,AIFDPM45304PM168,AIFD,Water Resource Management,1/13/2024,Site Visit,Faryab,Bilcheragh,Faryab,CDC,1/13/2024,1/15/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
10952,AIFDPM45305PM169,AIFD,Water Resource Management,1/14/2024,Site Visit,Nimroz,Zaranj,Nimroz,Sub Project,1/14/2024,1/16/2024,,Completed,,Completed,Completed,Regular
5917,AIFDPM45306PM170,AIFD,Water Resource Management,1/15/2024,Site Visit,Baghlan,Andarab,Baghlan,CDC,1/15/2024,1/17/2024,,Not applicable,,Completed,Completed,Regular
11024,AIFDPM45307PM171,AIFD,Water Resource Management,1/16/2024,Site Visit,Uruzgan,Chora,Uruzgan,Sub Project,1/16/2024,1/18/2024,,Completed,,Completed,Completed,Regular
3282,AIFDPM45308PM172,AIFD,Water Resource Management,1/17/2024,Site Visit,Nangarhar,Pachir Wa Agam,Nangarhar,CDC,1/17/2024,1/19/2024,,Not applicable,10/17/2023,Completed,Completed,Regular
3359,AIFDPM45309PM173,AIFD,Water Resource Management,1/18/2024,Site Visit,Maidan Wardak,Hesa-e-Awal-e-Behsud,Maidan Wardak,CDC,1/18/2024,1/20/2024,,Not applicable,10/23/2023,Completed,Completed,Regular
5798,AIFDPM45310PM174,AIFD,Water Resource Management,1/19/2024,Site Visit,Uruzgan,Chora,Uruzgan,Sub-Project,1/19/2024,1/21/2024,,Completed,,Not applicable,Completed,Regular
5797,AIFDPM45311PM175,AIFD,Water Resource Management,1/20/2024,Site Visit,Kandahar,Panjwayi,Kandahar,Sub-Project,1/20/2024,1/22/2024,,Completed,,Not applicable,Completed,Regular
3168,AIFDPM45312PM176,AIFD,Water Resource Management,1/21/2024,Site Visit,Kapisa,Hisa-e-Duwum-e-Kohistan,Kapisa,CDC,1/21/2024,1/23/2024,,Not applicable,10/23/2023,Completed,Completed,Regular
852,AIFDPM45313PM177,AIFD,Water Resource Management,1/22/2024,Site Visit,Kandahar,Shah Wali Kot,Kandahar,CDC,1/22/2024,1/24/2024,,Not applicable,3/30/2023,Completed,Completed,Regular
272,AIFDPM45314PM178,AIFD,Water Resource Management,1/23/2024,Site Visit,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,CDC,1/23/2024,1/25/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
3265,AIFDPM45315PM179,AIFD,Water Resource Management,1/24/2024,Site Visit,Kapisa,Hisa-e-Duwum-e-Kohistan,Kapisa,CDC,1/24/2024,1/26/2024,,Not applicable,10/19/2023,Completed,Completed,Regular
1642,AIFDPM45316PM180,AIFD,Water Resource Management,1/25/2024,Site Visit,Khost,Matun,Khost,Sub-Project,1/25/2024,1/27/2024,,Completed,,Not applicable,Completed,Regular
287,AIFDPM45317PM181,AIFD,Water Resource Management,1/26/2024,Site Visit,Takhar,Baharak,Takhar,CDC,1/26/2024,1/28/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
3260,AIFDPM45318PM182,AIFD,Water Resource Management,1/27/2024,Site Visit,Kapisa,Hisa-e-Awal-e-Kohistan,Kapisa,CDC,1/27/2024,1/29/2024,,Not applicable,10/15/2023,Completed,Completed,Regular
5972,AIFDPM45319PM183,AIFD,Water Resource Management,1/28/2024,Site Visit,Takhar,Baharak,Takhar,CDC,1/28/2024,1/30/2024,,Not applicable,,Completed,Completed,Regular
66,AIFDPM45320PM184,AIFD,Water Resource Management,1/29/2024,Site Visit,Badakhshan,Keshem,Badakhshan,CDC,1/29/2024,1/31/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
276,AIFDPM45321PM185,AIFD,Water Resource Management,1/30/2024,Site Visit,Sar-e-Pul,Gosfandi,Sar-e-Pul,CDC,1/30/2024,2/1/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
5708,AIFDPM45322PM186,AIFD,Water Resource Management,1/31/2024,Site Visit,Badakhshan,Argo,Badakhshan,Sub-Project,1/31/2024,2/2/2024,,Completed,,Not applicable,Completed,Regular
11074,AIFDPM45323PM187,AIFD,Water Resource Management,2/1/2024,Site Visit,Paktika,Urgun,Paktika,Sub Project,2/1/2024,2/3/2024,,Not applicable,,Completed,Completed,Regular
145,AIFDPM45324PM188,AIFD,Water Resource Management,2/2/2024,Site Visit,Hirat,Zindajan,Hirat,CDC,2/2/2024,2/4/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
857,AIFDPM45325PM189,AIFD,Water Resource Management,2/3/2024,Site Visit,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,CDC,2/3/2024,2/5/2024,,Not applicable,3/30/2023,Completed,Completed,Regular
3101,AIFDPM45326PM190,AIFD,Water Resource Management,2/4/2024,Site Visit,Hilmand,Nahr-e-Saraj,Hilmand,Sub-Project,2/4/2024,2/6/2024,,Completed,11/8/2023,Not applicable,Completed,Regular
3313,AIFDPM45327PM191,AIFD,Water Resource Management,2/5/2024,Site Visit,Samangan,Aybak,Samangan,CDC,2/5/2024,2/7/2024,,Not applicable,10/16/2023,Completed,Completed,Regular
5763,AIFDPM45328PM192,AIFD,Water Resource Management,2/6/2024,Site Visit,Parwan,Jabal Saraj,Parwan,Sub-Project,2/6/2024,2/8/2024,,Completed,,Not applicable,Completed,Regular
3417,AIFDPM45329PM193,AIFD,Water Resource Management,2/7/2024,Site Visit,Balkh,Mazar-e-Sharif,Balkh,Mosque Committee,2/7/2024,2/9/2024,,Not applicable,11/1/2023,Completed,Completed,Regular
6092,AIFDPM45330PM194,AIFD,Water Resource Management,2/8/2024,Site Visit,Nangarhar,Pachir Wa Agam,Nangarhar,CDC,2/8/2024,2/10/2024,,Not applicable,,Completed,Completed,Regular
302,AIFDPM45331PM195,AIFD,Water Resource Management,2/9/2024,Site Visit,Takhar,Dasht-e-Qala,Takhar,CDC,2/9/2024,2/11/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
39,AIFDPM45332PM196,AIFD,Water Resource Management,2/10/2024,Site Visit,Badakhshan,Argo,Badakhshan,CDC,2/10/2024,2/12/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
5944,AIFDPM45333PM197,AIFD,Water Resource Management,2/11/2024,Site Visit,Kandahar,Panjwayi,Kandahar,CDC,2/11/2024,2/13/2024,,Not applicable,,Completed,Completed,Regular
6152,AIFDPM45334PM198,AIFD,Water Resource Management,2/12/2024,Site Visit,Balkh,Mazar-e-Sharif,Balkh,M C,2/12/2024,2/14/2024,,Not applicable,,Completed,Completed,Regular
106,AIFDPM45335PM199,AIFD,Water Resource Management,2/13/2024,Site Visit,Bamyan,Shibar,Bamyan,CDC,2/13/2024,2/15/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
3247,AIFDPM45336PM200,AIFD,Water Resource Management,2/14/2024,Site Visit,Kandahar,Shah Wali Kot,Kandahar,CDC,2/14/2024,2/16/2024,,Not applicable,10/24/2023,Completed,Completed,Regular
10751,AIFDPM45337PM201,AIFD,Water Resource Management,2/15/2024,Site Visit,Ghazni,Nawur,Ghazni,Sub Project,2/15/2024,2/17/2024,,Completed,,Cancelled,Completed,Regular
250,AIFDPM45338PM202,AIFD,Water Resource Management,2/16/2024,Site Visit,Parwan,Sayed Khel,Parwan,CDC,2/16/2024,2/18/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
3408,AIFDPM45339PM203,AIFD,Water Resource Management,2/17/2024,Site Visit,Kandahar,Kandahar,Kandahar,CDC,2/17/2024,2/19/2024,,Not applicable,11/9/2023,Completed,Completed,Regular
3164,AIFDPM45340PM204,AIFD,Water Resource Management,2/18/2024,Site Visit,Badakhshan,Keshem,Badakhshan,CDC,2/18/2024,2/20/2024,,Not applicable,10/17/2023,Completed,Completed,Regular
5714,AIFDPM45341PM205,AIFD,Water Resource Management,2/19/2024,Site Visit,Badakhshan,Argo,Badakhshan,Sub-Project,2/19/2024,2/21/2024,,Completed,,Not applicable,Completed,Regular
3086,AIFDPM45342PM206,AIFD,Water Resource Management,2/20/2024,Site Visit,Hirat,Zindajan,Hirat,Sub-Project,2/20/2024,2/22/2024,,Completed,10/31/2023,Not applicable,Completed,Regular
163,AIFDPM45343PM207,AIFD,Water Resource Management,2/21/2024,Site Visit,Kabul,Paghman,Kabul,CDC,2/21/2024,2/23/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
3270,AIFDPM45344PM208,AIFD,Water Resource Management,2/22/2024,Site Visit,Laghman,Alishang,Laghman,CDC,2/22/2024,2/24/2024,,Not applicable,10/12/2023,Completed,Completed,Regular
5786,AIFDPM45345PM209,AIFD,Water Resource Management,2/23/2024,Site Visit,Maidan Wardak,Hesa-e-Awal-e-Behsud,Maidan Wardak,Sub-Project,2/23/2024,2/25/2024,,Completed,,Not applicable,Completed,Regular
5907,AIFDPM45346PM210,AIFD,Water Resource Management,2/24/2024,Site Visit,Badakhshan,Argo,Badakhshan,CDC,2/24/2024,2/26/2024,,Not applicable,,Completed,Completed,Regular
87,AIFDPM45347PM211,AIFD,Water Resource Management,2/25/2024,Site Visit,Baghlan,Andarab,Baghlan,CDC,2/25/2024,2/27/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
3207,AIFDPM45348PM212,AIFD,Water Resource Management,2/26/2024,Site Visit,Hilmand,Nad-e-Ali,Hilmand,CDC,2/26/2024,2/28/2024,,Not applicable,10/24/2023,Completed,Completed,Regular
3070,AIFDPM45349PM213,AIFD,Water Resource Management,2/27/2024,Site Visit,Baghlan,Andarab,Baghlan,Sub-Project,2/27/2024,2/29/2024,,Completed,11/11/2023,Not applicable,Completed,Regular
5848,AIFDPM45350PM214,AIFD,Water Resource Management,2/28/2024,Site Visit,Nangarhar,Kot,Nangarhar,Sub-Project,2/28/2024,3/1/2024,,Completed,,Not applicable,Completed,Regular
41,AIFDPM45351PM215,AIFD,Water Resource Management,2/29/2024,Site Visit,Badakhshan,Argo,Badakhshan,CDC,2/29/2024,3/2/2024,,Not applicable,3/25/2023,Completed,Completed,Ad Hoc
6139,AIFDPM45352PM216,AIFD,Water Resource Management,3/1/2024,Site Visit,Kandahar,Kandahar,Kandahar,CDC,3/1/2024,3/3/2024,,Not applicable,,Completed,Completed,Regular
5895,AIFDPM45353PM217,AIFD,Water Resource Management,3/2/2024,Site Visit,Hilmand,Nad-e-Ali,Hilmand,Sub-Project,3/2/2024,3/4/2024,,Completed,,Not applicable,Completed,Regular
6034,AIFDPM45354PM218,AIFD,Water Resource Management,3/3/2024,Site Visit,Hilmand,Nahr-e-Saraj,Hilmand,CDC,3/3/2024,3/5/2024,,Not applicable,,Completed,Completed,Regular
5987,AIFDPM45355PM219,AIFD,Water Resource Management,3/4/2024,Site Visit,Uruzgan,Chora,Uruzgan,CDC,3/4/2024,3/6/2024,,Not applicable,,Completed,Completed,Regular
10125,TAPIPM45356PM220,TAPI,Energy Sector,3/5/2024,Site Visit,Maidan Wardak,Maydan Shahr,Maidan Wardak,School,3/5/2024,3/7/2024,,Not applicable,,Completed,Completed,Regular
4278,TAPIPM45357PM221,TAPI,Energy Sector,3/5/2024,Site Visit,Nangarhar,Jalalabad,Nangarhar,School,3/6/2024,3/8/2024,,Not applicable,,Completed,Completed,Regular
4079,TAPIPM45358PM222,TAPI,Energy Sector,3/5/2024,Site Visit,Farah,Anar Dara,Farah,DISTRICT,3/7/2024,3/9/2024,,Not applicable,,Completed,Completed,Regular
4893,TAPIPM45359PM223,TAPI,Energy Sector,3/5/2024,Site Visit,Takhar,Warsaj,Takhar,School,3/8/2024,3/10/2024,,Not applicable,,Completed,Completed,Regular
4237,TAPIPM45360PM224,TAPI,Energy Sector,3/5/2024,Site Visit,Kunar,Dara-e-Pech,Kunar,School,3/9/2024,3/11/2024,,Not applicable,,Completed,Completed,Regular
9592,TAPIPM45361PM225,TAPI,Energy Sector,3/5/2024,Site Visit,Hirat,,,School,3/10/2024,3/12/2024,,Not applicable,,Cancelled,Cancelled,Regular
11358,TAPIPM45362PM226,TAPI,Energy Sector,3/5/2024,Site Visit,Baghlan,Baghlan-e-Jadid,Baghlan,CBE,3/11/2024,3/13/2024,,Not applicable,,Completed,Completed,Regular
9962,TAPIPM45363PM227,TAPI,Energy Sector,3/5/2024,Site Visit,Kunduz,Chahar Darah,Kunduz,School,3/12/2024,3/14/2024,,Not applicable,,Completed,Completed,Regular
7776,TAPIPM45364PM228,TAPI,Energy Sector,3/5/2024,Site Visit,Kunar,Chawkay,Kunar,School,3/13/2024,3/15/2024,,Not applicable,3/13/2024,Completed,Completed,Regular
10044,TAPIPM45365PM229,TAPI,Energy Sector,3/5/2024,Site Visit,Laghman,Qarghayi,Laghman,School,3/14/2024,3/16/2024,,Not applicable,,Completed,Completed,Regular
3544,TAPIPM45366PM230,TAPI,Energy Sector,3/5/2024,Site Visit,Daykundi,Khadir,Daykundi,CBE,3/15/2024,3/17/2024,,Not applicable,,Completed,Completed,Regular
10523,TAPIPM45367PM231,TAPI,Energy Sector,3/5/2024,Site Visit,Sar-e-Pul,Sancharak,Sar-e-Pul,School,3/16/2024,3/18/2024,,Not applicable,,Completed,Completed,Regular
9280,TAPIPM45368PM232,TAPI,Energy Sector,3/5/2024,Site Visit,Ghazni,Ghazni,Ghazni,School,3/17/2024,3/19/2024,,Not applicable,,Completed,Completed,Regular
8312,TAPIPM45369PM233,TAPI,Energy Sector,3/5/2024,Site Visit,Jawzjan,Shiberghan,Jawzjan,Village,3/17/2024,3/20/2024,,Not Applicable,,Completed,Completed,Regular
8734,TAPIPM45370PM234,TAPI,Energy Sector,3/5/2024,Site Visit,Badakhshan,Fayzabad,Badakhshan,School,3/18/2024,3/21/2024,,Not applicable,,Cancelled,Cancelled,Regular
8497,TAPIPM45371PM235,TAPI,Energy Sector,3/5/2024,Site Visit,Jawzjan,,,Village,3/19/2024,3/22/2024,,Not Applicable,,Completed,Completed,Regular
9738,TAPIPM45372PM236,TAPI,Energy Sector,3/5/2024,Site Visit,Kabul,Mir Bacha Kot,Kabul,School,3/20/2024,3/23/2024,,Not applicable,,Completed,Completed,Regular
9006,TAPIPM45373PM237,TAPI,Energy Sector,6/22/2024,Site Visit,Balkh,Marmul,Balkh,School,3/21/2024,3/24/2024,,Not applicable,,Cancelled,Cancelled,Regular
7634,TAPIPM45374PM238,TAPI,Energy Sector,6/22/2024,Site Visit,Kandahar,Kandahar,Kandahar,School,3/22/2024,3/25/2024,,Not Applicable,3/22/2024,Completed,Completed,Regular
10397,TAPIPM45375PM239,TAPI,Energy Sector,6/22/2024,Site Visit,Panjsher,Khenj,Panjsher,School,3/23/2024,3/26/2024,,Not applicable,,Completed,Completed,Regular
9418,TAPIPM45376PM240,TAPI,Energy Sector,6/22/2024,Site Visit,Ghor,Pasaband,Ghor,School,3/24/2024,3/27/2024,,Not applicable,,Cancelled,Cancelled,Regular
4147,TAPIPM45377PM241,TAPI,Energy Sector,6/22/2024,Site Visit,Panjsher,Dara,Panjsher,DISTRICT,3/25/2024,3/28/2024,,Not applicable,,Completed,Completed,Regular
7486,TAPIPM45378PM242,TAPI,Energy Sector,6/22/2024,Site Visit,Nangarhar,Kuz Kunar,Nangarhar,School,3/26/2024,3/29/2024,,Not Applicable,3/9/2024,Completed,Completed,Regular
7472,TAPIPM45379PM243,TAPI,Energy Sector,6/22/2024,Site Visit,Nangarhar,Kot,Nangarhar,School,3/27/2024,3/30/2024,,Not Applicable,3/19/2024,Completed,Completed,Regular
8290,TAPIPM45380PM244,TAPI,Energy Sector,6/22/2024,Site Visit,Jawzjan,Mardyan,Jawzjan,Village,3/27/2024,3/31/2024,,Not Applicable,,Completed,Completed,Regular
8673,TAPIPM45381PM245,TAPI,Energy Sector,6/22/2024,Site Visit,Laghman,Dawlatshah,Laghman,CBE,3/28/2024,4/1/2024,,Not applicable,,Cancelled,Cancelled,Regular
9204,TAPIPM45382PM246,TAPI,Energy Sector,6/22/2024,Site Visit,Faryab,Andkhoy,Faryab,School,3/29/2024,4/2/2024,,Not applicable,,Completed,Completed,Regular
8783,TAPIPM45383PM247,TAPI,Energy Sector,6/22/2024,Site Visit,Badakhshan,Shighnan,Badakhshan,School,3/30/2024,4/3/2024,,Not applicable,,Completed,Completed,Regular
11279,TAPIPM45384PM248,TAPI,Energy Sector,6/22/2024,Site Visit,Kandahar,Arghandab,Kandahar,School,3/31/2024,4/4/2024,,Completed,,Not applicable,Completed,Regular
9579,TAPIPM45385PM249,TAPI,Energy Sector,6/22/2024,Site Visit,Hirat,Obe,Hirat,School,4/1/2024,4/5/2024,,Not applicable,,Completed,Completed,Regular
8431,TAPIPM45386PM250,TAPI,Energy Sector,6/22/2024,Site Visit,Jawzjan,Shiberghan,Jawzjan,Village,4/2/2024,4/6/2024,,Not Applicable,,Completed,Completed,Regular
4548,TAPIPM45387PM251,TAPI,Energy Sector,6/22/2024,Site Visit,Laghman,Dawlatshah,Laghman,School,4/3/2024,4/7/2024,,Not applicable,,Completed,Completed,Regular
7017,TAPIPM45388PM252,TAPI,Energy Sector,6/22/2024,Site Visit,Hilmand,Lashkargah,Hilmand,School,4/4/2024,4/8/2024,,Not Applicable,3/2/2024,Completed,Completed,Regular
9253,TAPIPM45389PM253,TAPI,Energy Sector,6/22/2024,Site Visit,Faryab,Qurghan,Faryab,School,4/5/2024,4/9/2024,,Not applicable,,Completed,Completed,Regular
5169,TAPIPM45390PM254,TAPI,Energy Sector,6/22/2024,Site Visit,Uruzgan,Khas Uruzgan,Uruzgan,School,4/6/2024,4/10/2024,,Not applicable,,Completed,Completed,Regular
7767,TAPIPM45391PM255,TAPI,Energy Sector,6/22/2024,Site Visit,Kunar,Khas Kunar,Kunar,School,4/7/2024,4/11/2024,,Not applicable,,Cancelled,Cancelled,Regular
8964,TAPIPM45392PM256,TAPI,Energy Sector,4/10/2024,Site Visit,Balkh,Char Bolak,Balkh,School,4/8/2024,4/12/2024,,Not applicable,,Completed,Completed,Regular
4004,TAPIPM45393PM257,TAPI,Energy Sector,4/11/2024,Site Visit,Zabul,Tarnak Wa Jaldak,Zabul,CBE,4/9/2024,4/13/2024,,Not applicable,,Completed,Completed,Regular
11429,TAPIPM45394PM258,TAPI,Energy Sector,4/12/2024,Site Visit,Balkh,Dehdadi,Balkh,School,4/10/2024,4/14/2024,,Planned,,Not applicable,Planned,Regular
9505,TAPIPM45395PM259,TAPI,Energy Sector,4/13/2024,Site Visit,Hirat,Gulran,Hirat,School,4/11/2024,4/15/2024,,Not applicable,,Cancelled,Cancelled,Regular
